id,neighbourhood,street,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bedrooms,beds,Q1 2019 AVG,Q2 2019 AVG,Q3 2019 AVG,Q4 2019 AVG,Q1 2020 AVG,Q2 2020 AVG,Q3 2020 AVG
1556554,The Liberties,Dublin; Dublin; Ireland,8.00,Dublin; Ireland,t,House,Entire home/apt,7,3,4,245.00,245.00,245.00,245.00,245.00,245.00,203.66
1559929,Portobello,Dublin; Dublin; Ireland,2.00,Dublin; Ireland,t,House,Private room,1,1,1,65.00,65.00,65.00,65.00,65.00,65.00,65.00
1563134,Castleknock,Dublin; Dublin; Ireland,D15,Dublin; Ireland,f,Bed and breakfast,Private room,4,4,3,23.33,0.00,0.00,0.00,0.00,0.00,60.00
1563973,Stoneybatter/Arbour Hill,Dublin; Dublin; Ireland,D7,Dublin; Ireland,t,House,Private room,1,1,1,45.00,45.00,45.00,45.00,30.00,0.00,0.00
1566503,Old City,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,4,2,2,225.00,225.00,225.00,225.00,75.00,0.00,0.00
1596451,Ballybough,Dublin 3; Ireland,Dublin 3,Dublin 3; Ireland,t,House,Entire home/apt,6,3,4,500.00,500.00,500.00,500.00,500.00,500.00,500.00
1600779,Portobello,Dublin; Dublin; Ireland,2.00,Dublin; Ireland,t,Townhouse,Private room,2,1,1,85.00,85.00,85.00,85.00,85.00,85.00,85.00
1605305,Ballsbridge,Ballsbridge; Dublin; Ireland,,Ballsbridge; Ireland,t,House,Entire home/apt,6,2,0,200.00,200.00,200.00,200.00,0.00,0.00,0.00
1612700,,Glasnevin; Dublin; Ireland,,Glasnevin; Ireland,t,House,Private room,2,1,2,85.00,85.00,85.00,88.33,95.00,95.00,95.00
1614285,,Glasnevin; Dublin; Ireland,,Glasnevin; Ireland,t,Bed and breakfast,Private room,2,1,1,82.00,82.00,82.00,82.00,82.00,82.00,82.00
1672292,Santry,Santry; Dublin; Ireland,Dublin 9,Santry; Ireland,f,Apartment,Private room,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,52.00
1678478,Drumcondra,Drumcondra; Dublin; Ireland,,Drumcondra; Ireland,t,Apartment,Entire home/apt,8,3,5,260.00,260.00,260.00,260.00,86.66,0.00,173.33
1711261,Kilmainham,Dublin; Dublin; Ireland,,Dublin; Ireland,f,House,Entire home/apt,9,3,6,123.33,0.00,0.00,0.00,0.00,0.00,0.00
1715350,,North County Dublin; Ireland; Ireland,K67EA03,North County Dublin; Ireland,f,Bed and breakfast,Private room,1,1,1,75.00,25.00,0.00,0.00,0.00,0.00,0.00
1717912,Old City,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Private room,2,1,1,55.00,55.00,55.00,55.00,55.00,55.00,55.00
1719411,Drumcondra,Drumcondra; Dublin; Ireland,,Drumcondra; Ireland,f,Apartment,Entire home/apt,10,2,5,800.00,800.00,266.66,0.00,0.00,0.00,0.00
1735698,Georgian Quarter,Dublin 2; Ireland,D02 RY67,Dublin 2; Ireland,t,Barn,Entire home/apt,6,3,3,430.00,434.00,442.00,294.66,294.66,442.00,353.33
1744402,,Portrane; Dublin; Ireland,,Portrane; Ireland,f,House,Private room,2,2,2,45.00,45.00,48.33,50.00,50.00,50.00,49.33
1754515,North City Central/O'Connell Street,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Loft,Entire home/apt,2,1,1,84.00,84.00,84.00,84.00,84.00,84.00,84.00
1771007,,Bray; Dublin; Ireland,,Bray; Ireland,t,House,Private room,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00
1787723,Castleknock,Castleknock; County Dublin; Ireland,,Castleknock; Ireland,f,Condominium,Private room,2,1,1,58.00,38.66,0.00,0.00,0.00,0.00,0.00
1789253,Old City,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,1,1,170.00,170.00,170.00,170.00,170.00,170.00,170.00
1791386,Rathfarnham,Templeogue; Dublin; Ireland,16.00,Templeogue; Ireland,f,House,Private room,3,2,3,23.33,0.00,35.00,23.33,23.33,0.00,0.00
1804494,Clontarf,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,4,2,3,120.00,120.00,120.00,120.00,120.00,120.00,111.33
1816117,Santry,Santry; Dublin; Ireland,,Santry; Ireland,t,Bed and breakfast,Private room,2,1,1,80.00,0.00,0.00,0.00,0.00,0.00,0.00
1860001,,Ballsbridge; Dublin; Ireland,,Ballsbridge; Ireland,t,House,Private room,2,0,1,16.66,33.33,50.00,33.33,50.00,50.00,70.00
1860685,Ballsbridge,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,2,1,1,93.00,117.66,130.00,130.00,0.00,0.00,0.00
1896821,Kilmainham,Dublin; Dublin; Ireland,D8,Dublin; Ireland,t,House,Entire home/apt,4,2,2,150.00,150.00,150.00,150.00,150.00,150.00,150.00
1906221,Rialto,Dolphins Barn; Dublin; Ireland,,Dolphins Barn; Ireland,t,Apartment,Private room,2,1,1,45.00,45.00,65.00,75.00,75.00,75.00,60.00
1907960,Churchtown,Dublin 14; County Dublin; Ireland,D14 XY47,Dublin 14; Ireland,t,House,Entire home/apt,4,2,2,99.00,99.00,99.00,99.00,33.00,0.00,0.00
1908126,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,89.00,129.00,43.00,43.00,0.00,0.00,0.00
1929739,Rialto,Dolphins Barn; Dublin; Ireland,,Dolphins Barn; Ireland,t,Apartment,Private room,2,1,1,46.66,45.00,66.66,133.33,150.00,150.00,143.66
1932609,Temple Bar,Dublin 2; Dublin; Ireland,Dublin 2,Dublin 2; Ireland,t,Apartment,Entire home/apt,4,1,2,200.00,200.00,200.00,200.00,200.00,200.00,214.33
1943366,Cabra,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,6,1,4,200.00,200.00,200.00,200.00,200.00,200.00,192.33
1947885,Ballybough,Dublin 3; Dublin; Ireland,3.00,Dublin 3; Ireland,t,House,Private room,1,1,1,40.00,40.00,40.00,40.00,0.00,0.00,0.00
1963074,Glasnevin,Glasnevin; Dublin; Ireland,,Glasnevin; Ireland,t,House,Private room,2,1,2,50.00,50.00,50.00,50.00,50.00,50.00,55.33
1973276,Phoenix Park and Surrounds,Dublin 7; Dublin; Ireland,,Dublin 7; Ireland,f,Townhouse,Entire home/apt,12,4,7,165.00,165.00,165.00,193.33,250.00,250.00,188.00
1973352,,Portmarnock; Dublin; Ireland,,Portmarnock; Ireland,t,Apartment,Entire home/apt,5,2,5,90.00,90.00,90.00,90.00,90.00,90.00,30.00
1982951,Phibsborough,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Private room,2,1,1,49.00,49.00,49.00,49.00,49.00,49.00,49.00
1983907,Kilmainham,Kilmainham ; Dublin; Ireland,8.00,Kilmainham ; Ireland,t,House,Entire home/apt,4,2,2,160.00,160.00,160.00,160.00,160.00,160.00,160.00
2003244,,Smithfield; Dublin; Ireland,,Smithfield; Ireland,t,Apartment,Entire home/apt,4,2,2,100.00,0.00,0.00,0.00,0.00,0.00,0.00
2026810,Ranelagh and Rathmines,Ranelagh; Dublin; Ireland,6.00,Ranelagh; Ireland,t,House,Private room,1,1,1,48.00,48.00,48.00,49.33,50.00,50.00,50.00
2061246,Grafton Street/St. Stephens Green,Dublin; Ireland,D2,Dublin; Ireland,t,Apartment,Entire home/apt,2,1,2,80.00,0.00,0.00,0.00,0.00,0.00,0.00
2067000,Ballsbridge,Ballsbridge; Dublin; Ireland,,Ballsbridge; Ireland,t,Townhouse,Private room,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,53.33
2069629,North City Central/O'Connell Street,North Lotts; Dublin 1; Ireland,,North Lotts; Ireland,f,Apartment,Entire home/apt,2,1,1,90.00,90.00,90.00,90.00,90.00,90.00,93.33
2120571,Fairview,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,2,2,80.00,360.00,500.00,360.00,80.00,80.00,135.33
2121887,Old City,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,2,2,103.00,103.00,103.00,103.00,103.00,103.00,81.00
2142451,Rathfarnham,Rathfarnham; Dublin; Ireland,,Rathfarnham; Ireland,f,House,Private room,1,1,1,24.00,24.00,24.00,24.00,24.00,24.00,24.00
2146858,Sandymount,Sandymount; Dublin; Ireland,,Sandymount; Ireland,t,Apartment,Private room,2,1,1,26.00,26.00,39.00,39.00,36.33,31.00,31.00
2154635,East Wall,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,4,2,2,250.00,250.00,250.00,250.00,83.33,0.00,0.00
2162973,Ranelagh and Rathmines,Dublin; Dublin; Ireland,6.00,Dublin; Ireland,f,Apartment,Entire home/apt,2,1,1,105.00,105.00,105.00,105.00,105.00,105.00,105.00
2164444,Ranelagh and Rathmines,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Townhouse,Private room,2,1,1,74.00,74.00,74.00,74.00,74.00,74.00,59.33
2165074,,Santry; Dublin; Ireland,D09,Santry; Ireland,f,Apartment,Entire home/apt,4,1,3,65.00,76.33,66.00,49.33,0.00,16.33,53.00
2202076,,Killiney; Dublin; Ireland,,Killiney; Ireland,f,Apartment,Entire home/apt,6,2,3,100.00,100.00,100.00,100.00,100.00,100.00,100.00
2207103,Beaumont,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Bed and breakfast,Private room,2,1,1,70.00,70.00,70.00,70.00,0.00,0.00,0.00
2215722,Clontarf,Clontarf; Dublin; Ireland,,Clontarf; Ireland,t,House,Private room,2,1,3,120.00,120.00,120.00,120.00,120.00,120.00,120.00
2226618,Ranelagh and Rathmines,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,2,1,1,60.00,0.00,0.00,0.00,0.00,0.00,0.00
2232124,Raheny,Raheny; County Dublin; Ireland,,Raheny; Ireland,f,House,Private room,3,2,2,120.00,120.00,120.00,120.00,120.00,120.00,120.00
2237704,Georgian Quarter,Dublin; Dublin; Ireland,Dublin 2,Dublin; Ireland,t,House,Entire home/apt,6,3,3,343.66,335.00,335.00,335.00,390.00,500.00,500.00
2250821,Grafton Street/St. Stephens Green,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,3,1,2,100.00,0.00,0.00,0.00,0.00,0.00,0.00
2251284,The Liberties,Dublin; Dublin; Ireland,8.00,Dublin; Ireland,t,Townhouse,Entire home/apt,4,1,2,106.00,106.00,106.00,106.00,35.33,0.00,0.00
2259276,Sandymount,Dublin; Dublin; Ireland,4.00,Dublin; Ireland,t,Apartment,Private room,1,1,1,40.00,0.00,0.00,0.00,0.00,0.00,0.00
2278254,,Lucan; Dublin; Ireland,,Lucan; Ireland,f,Townhouse,Private room,2,1,1,33.33,0.00,0.00,0.00,0.00,0.00,0.00
2280160,North City Central/O'Connell Street,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,1,3,130.00,86.66,0.00,0.00,0.00,0.00,0.00
2283713,Grafton Street/St. Stephens Green,Dublin; Dublin; Ireland,Dublin 2,Dublin; Ireland,t,Apartment,Private room,2,1,1,58.33,60.00,60.00,60.00,60.00,60.00,60.00
2291390,Temple Bar,Dublin; Dublin; Ireland,D2,Dublin; Ireland,f,Apartment,Entire home/apt,5,2,2,130.00,130.00,130.00,130.00,130.00,130.00,130.00
2295609,Kilmainham,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,9,5,5,180.00,180.00,180.00,180.00,180.00,180.00,180.00
2297145,Portobello,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Bed and breakfast,Private room,2,1,1,75.00,75.00,75.00,75.00,75.00,75.00,78.33
2297201,Ranelagh and Rathmines,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,5,2,5,100.00,150.00,150.00,0.00,100.00,150.00,150.00
2314090,Rathfarnham,Templeogue; Dublin; Ireland,16.00,Templeogue; Ireland,f,House,Private room,4,2,4,35.00,35.00,35.00,35.00,23.33,0.00,0.00
2328196,The Liberties,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Townhouse,Entire home/apt,5,2,3,130.00,130.00,43.33,0.00,0.00,0.00,0.00
2345315,Pelletstown,Dublin; Dublin; Ireland,15.00,Dublin; Ireland,t,Townhouse,Private room,2,1,1,50.00,33.33,50.00,28.33,40.00,40.00,36.00
2372993,Temple Bar,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,3,190.00,190.00,190.00,190.00,190.00,190.00,192.00
2377060,,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Townhouse,Private room,4,2,2,48.00,48.00,32.00,0.00,0.00,0.00,0.00
2383085,Old City,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Condominium,Entire home/apt,2,1,1,109.00,109.00,109.00,109.00,72.66,0.00,0.00
2385640,,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,10,5,6,179.00,179.00,179.00,179.00,179.00,179.00,179.00
2394893,Santry,Santry; Dublin; Ireland,,Santry; Ireland,t,Bed and breakfast,Private room,2,1,1,60.00,55.00,55.00,55.00,55.00,55.00,57.00
2400008,Kimmage,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Private room,1,1,1,200.00,200.00,200.00,200.00,200.00,200.00,200.00
2415104,Portobello,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,6,2,4,180.00,180.00,180.00,180.00,180.00,180.00,264.66
2427857,Santry,Santry; Dublin; Ireland,,Santry; Ireland,t,Townhouse,Private room,2,1,1,60.00,55.00,55.00,55.00,55.00,55.00,57.00
2436401,Temple Bar,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,59.00,59.00,59.00,59.00,59.00,59.00,59.66
2451061,East Wall,Dublin; Dublin 3; Ireland,,Dublin; Ireland,t,House,Entire home/apt,2,1,1,90.00,90.00,90.00,90.00,90.00,90.00,90.00
2453774,,Rialto; Dublin; Ireland,8.00,Rialto; Ireland,t,Apartment,Entire home/apt,6,3,4,148.00,49.33,0.00,0.00,148.00,49.33,0.00
2466169,Old City,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,2,0,1,62.00,62.00,62.00,62.00,62.00,56.66,62.00
2470847,Docklands,Dublin; Dublin; Ireland,2.00,Dublin; Ireland,f,Apartment,Entire home/apt,8,2,3,160.00,160.00,160.00,106.66,0.00,0.00,0.00
2471794,,Dun Laoghaire; Dublin; Ireland,,Dun Laoghaire; Ireland,t,House,Private room,2,1,2,85.00,85.00,85.00,85.00,85.00,85.00,85.00
2477297,,Ranelagh; Dublin; Ireland,6.00,Ranelagh; Ireland,t,Bed and breakfast,Private room,2,1,1,150.00,150.00,150.00,150.00,150.00,150.00,150.00
2481147,Docklands,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Serviced apartment,Entire home/apt,10,3,5,349.00,349.00,232.66,0.00,81.66,245.00,223.66
2486135,Georgian Quarter,Dublin; Dublin; Ireland,2.00,Dublin; Ireland,t,Condominium,Entire home/apt,6,2,3,160.00,160.00,160.00,160.00,0.00,0.00,0.00
2488781,Temple Bar,Dublin; County Dublin; Ireland,Dublin 2,Dublin; Ireland,t,Condominium,Entire home/apt,2,1,1,100.00,100.00,115.00,115.00,115.00,0.00,0.00
2489550,Temple Bar,Dublin; Dublin; Ireland,D08 VH76,Dublin; Ireland,t,Apartment,Entire home/apt,4,1,2,130.00,130.00,130.00,130.00,86.66,130.00,94.33
2514537,Marino,Dublin; Dublin; Ireland,,Dublin; Ireland,f,House,Entire home/apt,5,3,3,110.00,110.00,110.00,110.00,110.00,110.00,110.00
2517381,Phibsborough,Dublin; Dublin; Ireland,D 1,Dublin; Ireland,t,Apartment,Private room,2,1,1,70.00,70.00,0.00,0.00,0.00,0.00,0.00
2520476,The Liberties,Dublin; Dublin; Ireland,D8,Dublin; Ireland,t,Townhouse,Entire home/apt,6,3,3,250.00,250.00,250.00,250.00,0.00,0.00,0.00
2529151,Phoenix Park and Surrounds,Dublin; Dublin; Ireland,7.00,Dublin; Ireland,t,Bed and breakfast,Private room,1,1,1,11.66,0.00,0.00,0.00,0.00,0.00,0.00
2538861,Portobello,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,1,1,1,40.00,40.00,40.00,40.00,40.00,40.00,40.00
2561863,,Marino; Dublin; Ireland,,Marino; Ireland,t,Townhouse,Entire home/apt,5,3,5,50.00,0.00,0.00,0.00,0.00,0.00,0.00
2562249,North City Central/O'Connell Street,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,66.00,66.00,66.00,66.00,66.00,66.00,66.00
2574203,Ballyfermot,Ballyfermot; Dublin; Ireland,,Ballyfermot; Ireland,t,Townhouse,Private room,1,1,1,33.33,35.00,35.00,35.00,35.00,35.00,35.66
2607040,Portobello,Dublin; Dublin; Ireland,8.00,Dublin; Ireland,t,Tiny house,Entire home/apt,2,1,1,100.00,33.33,66.66,100.00,100.00,100.00,104.00
2610590,The Liberties,Dublin; Dublin; Ireland,8.00,Dublin; Ireland,t,House,Entire home/apt,6,4,4,160.00,160.00,160.00,160.00,160.00,160.00,160.00
2614726,Drumcondra,Drumcondra; Dublin; Ireland,,Drumcondra; Ireland,t,Apartment,Private room,2,1,1,110.00,110.00,110.00,110.00,110.00,110.00,110.00
2620389,Stoneybatter/Arbour Hill,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Condominium,Shared room,1,1,1,38.00,38.00,38.00,38.00,38.00,38.00,38.00
2635493,Donnybrook,Donnybrook; Dublin; Ireland,,Donnybrook; Ireland,t,House,Entire home/apt,4,3,4,200.00,200.00,200.00,200.00,200.00,200.00,200.00
2639114,The Liberties,Dublin 8; Dublin; Ireland,,Dublin 8; Ireland,t,House,Entire home/apt,4,2,2,183.33,200.00,66.66,0.00,0.00,0.00,0.00
2642164,,Howth ;Dublin; Dublin; Ireland,13.00,Howth ;Dublin; Ireland,t,Bungalow,Private room,2,1,2,65.00,65.00,65.00,65.00,65.00,65.00,65.66
2647405,Docklands,Dublin; Dublin; Ireland,4.00,Dublin; Ireland,t,Apartment,Private room,2,1,1,62.00,62.00,62.00,62.00,62.00,62.00,64.00
2657542,Docklands,Dublin; Dublin; Ireland,1.00,Dublin; Ireland,t,House,Entire home/apt,2,1,2,155.00,155.00,155.00,51.66,0.00,0.00,0.00
2657582,Donnybrook,Milltown; Dublin 6; Ireland,,Milltown; Ireland,t,Apartment,Private room,2,1,2,15.00,0.00,18.33,0.00,0.00,0.00,0.00
2671586,Santry,Santry; Dublin; Ireland,,Santry; Ireland,t,House,Entire home/apt,5,3,3,97.00,97.00,97.00,97.00,97.00,97.00,97.00
2675211,North City Central/O'Connell Street,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,2,1,1,500.00,500.00,500.00,500.00,500.00,500.00,500.00
2684689,Temple Bar,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,1,2,92.00,92.00,75.00,75.00,25.00,39.33,59.00
2685349,Ballsbridge,Ballsbridge; County Dublin; Ireland,,Ballsbridge; Ireland,t,Apartment,Entire home/apt,8,3,5,300.00,300.00,300.00,300.00,300.00,300.00,293.33
2685836,Donnybrook,Dublin 6; County Dublin; Ireland,D06 A8N1,Dublin 6; Ireland,t,Bed and breakfast,Private room,2,1,1,61.00,60.00,60.00,61.66,60.00,60.00,60.00
2686112,North City Central/O'Connell Street,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,65.00,65.00,36.66,45.00,45.00,45.00,52.33
2688629,Georgian Quarter,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,2,1,1,100.00,100.00,100.00,100.00,100.00,100.00,100.00
2714737,,Swords; County Dublin; Ireland,,Swords; Ireland,f,House,Private room,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,15.00
2719863,Old City,Dublin; Dublin; Ireland,Dublin 8,Dublin; Ireland,t,Apartment,Private room,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,72.00
2734096,Docklands,Dublin; Dublin; Ireland,d4,Dublin; Ireland,t,Apartment,Private room,1,1,1,150.00,150.00,150.00,150.00,150.00,150.00,136.66
2754860,,Garristown; Dublin; Ireland,,Garristown; Ireland,t,House,Entire home/apt,15,6,9,285.00,285.00,285.00,285.00,300.00,300.00,300.00
2770813,Clontarf,Clontarf; Dublin; Ireland,3.00,Clontarf; Ireland,f,Bed and breakfast,Private room,3,1,2,90.00,90.00,90.00,90.00,90.00,90.00,90.00
2773760,Ringsend/Irishtown,Ringsend; Dublin; Ireland,,Ringsend; Ireland,t,House,Private room,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,46.66
2778697,Drumcondra,Glasnevin; Dublin; Ireland,,Glasnevin; Ireland,t,Townhouse,Private room,2,1,1,72.00,48.00,72.00,24.00,0.00,0.00,0.00
2784684,,Dublin; Dublin; Ireland,2.00,Dublin; Ireland,t,Apartment,Entire home/apt,2,1,1,80.00,80.00,26.66,0.00,0.00,0.00,0.00
2791857,Santry,Santry; Dublin 9; Ireland,,Santry; Ireland,t,Townhouse,Private room,2,1,1,65.00,60.00,60.00,60.00,60.00,60.00,62.33
2795703,Stoneybatter/Arbour Hill,Dublin; Dublin; Ireland,D8,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,2,142.00,142.00,142.00,142.00,142.00,142.00,152.66
2809448,Temple Bar,Temple Bar; Dublin 2; Ireland,,Temple Bar; Ireland,t,Loft,Entire home/apt,4,1,1,100.00,100.00,100.00,0.00,0.00,0.00,0.00
2812694,Ranelagh and Rathmines,Rathmines; Dublin; Ireland,,Rathmines; Ireland,t,House,Entire home/apt,4,1,1,95.00,95.00,95.00,0.00,0.00,0.00,0.00
2832333,Portobello,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Townhouse,Entire home/apt,6,3,3,320.00,320.00,323.33,330.00,330.00,330.00,332.00
2832627,Monkstown,Dublin; Dublin; Ireland,,Dublin; Ireland,f,House,Private room,1,1,1,60.00,50.00,0.00,0.00,0.00,0.00,0.00
2841447,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,1,1,1,70.00,0.00,0.00,0.00,0.00,0.00,0.00
2842414,Cabra,Dublin 7; County Dublin; Ireland,D07 CDP2,Dublin 7; Ireland,t,House,Entire home/apt,5,3,3,100.00,100.00,100.00,100.00,100.00,100.00,76.66
2842486,Kilmainham,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,3,1,1,110.00,102.00,125.00,125.00,125.00,83.33,0.00
2849540,,Dublin; Dublin; Ireland,3.00,Dublin; Ireland,f,Apartment,Private room,2,1,1,25.33,51.00,58.00,0.00,0.00,0.00,0.00
2854629,Monkstown,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Townhouse,Entire home/apt,3,2,2,11.00,11.00,11.00,11.00,11.00,11.00,53.66
2860722,Docklands,Ringsend; Dublin 4; Ireland,,Ringsend; Ireland,t,Townhouse,Entire home/apt,2,1,1,140.00,0.00,0.00,0.00,0.00,0.00,0.00
2873250,North Strand,Dublin 3; Dublin; Ireland,,Dublin 3; Ireland,t,Townhouse,Private room,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,49.00
2874272,Stoneybatter/Arbour Hill,Dublin 7; Dublin; Ireland,,Dublin 7; Ireland,t,Apartment,Entire home/apt,2,0,1,90.00,90.00,90.00,90.00,90.00,90.00,84.33
2877944,Docklands,Dublin; Dublin; Ireland,2.00,Dublin; Ireland,t,Townhouse,Entire home/apt,4,2,2,157.00,157.00,157.00,0.00,0.00,0.00,0.00
2884501,,Dublin; Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,6,4,5,125.00,125.00,125.00,125.00,125.00,125.00,125.00
2885736,Drumcondra,Glasnevin; Dublin; Ireland,,Glasnevin; Ireland,t,House,Entire home/apt,8,4,6,180.00,180.00,180.00,180.00,180.00,180.00,180.00
2891101,Harold's Cross,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Townhouse,Private room,1,1,1,55.00,55.00,55.00,51.00,49.00,49.00,49.00
2893543,Drumcondra,Drumcondra; Dublin; Ireland,D 9,Drumcondra; Ireland,t,Bed and breakfast,Private room,2,1,2,70.00,46.66,0.00,0.00,0.00,0.00,0.00
2893750,Drumcondra,Drumcondra; Dublin; Ireland,D9,Drumcondra; Ireland,t,Bed and breakfast,Private room,1,1,1,90.00,60.00,0.00,0.00,0.00,0.00,0.00
2897424,Smithfield,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,5,2,2,110.00,110.00,110.00,110.00,110.00,110.00,86.66
2919844,Trinity College,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,14,6,6,600.00,600.00,600.00,200.00,0.00,0.00,0.00
2920718,Booterstown,Donnybrook; Dublin 4; Ireland,D04 KT99,Donnybrook; Ireland,t,Boutique hotel,Private room,2,1,1,109.00,109.00,109.00,109.00,109.00,109.00,109.00
2923471,Harold's Cross,Dublin; Dublin; Ireland,,Dublin; Ireland,t,Townhouse,Private room,1,1,1,65.00,65.00,65.00,58.33,55.00,55.00,55.00
2941009,Ringsend/Irishtown,Ringsend; Dublin; Ireland,,Ringsend; Ireland,t,House,Private room,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,46.66
2962455,Stoneybatter/Arbour Hill,Dublin; Hrabstwo Dublin; Ireland,7.00,Dublin; Ireland,t,House,Private room,1,1,1,110.00,110.00,110.00,110.00,110.00,110.00,110.00
2974563,Docklands,Dublin; Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,2,1,1,280.00,0.00,0.00,0.00,0.00,0.00,0.00
2975343,Docklands,Dublin; Dublin; Ireland,4.00,Dublin; Ireland,t,House,Entire home/apt,4,2,2,150.00,110.00,166.66,170.00,170.00,170.00,170.00
2978696,Temple Bar,Dublin; Ireland,8.00,Dublin; Ireland,t,Apartment,Private room,2,1,1,80.00,80.00,53.33,0.00,0.00,0.00,0.00
2985355,Raheny,Baldoyle; County Dublin; Ireland,D13 W662,Baldoyle; Ireland,f,House,Private room,5,1,4,70.00,70.00,70.00,70.00,70.00,690.00,1000.00
2987702,Docklands,Dublin; Dublin; Ireland,1.00,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,3,119.00,79.33,0.00,0.00,0.00,0.00,0.00
3009793,Inchicore,Dublin; Ireland,8.00,Dublin; Ireland,t,Apartment,Entire home/apt,2,0,1,97.00,97.00,97.00,97.00,97.00,97.00,88.00
3012532,,Rush; Dublin; Ireland,,Rush; Ireland,t,Apartment,Entire home/apt,6,2,2,93.00,93.00,96.33,98.00,98.00,101.33,106.66
3027323,,Lucan; Dublin; Ireland,,Lucan; Ireland,t,House,Private room,2,1,1,30.00,0.00,0.00,0.00,0.00,0.00,0.00
